KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
ARMOR_BOXINGCHARM_DESC,Start with +1 bonus attack.,,Empieza con +1 de bonificación de ataque.,Vous débutez avec Attaque bonus +1.,Beginne jeden Kampf mit +1&nbsp;Bonusangriff.,Inizi con +1 attacco bonus.,Inicie com +1 ataque bônus.,起始时获得+1额外攻击力。,"開始時に攻撃力ボーナス+1を獲
得します。"
ARMOR_BRAMBLES_NAME,Brambles,,Zarzas,Ronces,Dornengestrüpp,Rovi,Espinheiros,荆棘丛,イバラの鎧
ARMOR_BRAMBLES_DESC,"+1 Thorns. Spawn brambles in adjacent tiles when you end your turn.
You are immune to tile effects.",,"+1 de espinas. Genera zarzas en casillas adyacentes al final del turno.
Esta unidad es inmune a los efectos de las casillas.","Épines +1. Fait apparaître des ronces sur des cases adjacentes à la fin de votre tour.
Immunité aux effets de case.","+1&nbsp;Dornen. Erschaffe Dornengestrüpp auf benachbarten Feldern, wenn du deinen Zug beendest.
Du bist immun gegen Feldeffekte.","+1 Spine. Generi rovi nelle caselle adiacenti quando termini il turno.
Sei immune agli effetti delle caselle.","+1 de espinhos. Gere espinheiros em espaços adjacentes ao finalizar seu turno.
Você possui imunidade contra efeitos de espaço.","+1 反伤。当你结束回合时，
在相邻格子生成荆棘。
你免疫地形效果。","+1 トゲ。ターン終了時に隣接
するタイルにイバラを生成します
。  
タイル効果に対して免疫がありま
す。"
ARMOR_BROKENWINDOW_NAME,Broken Window,,Ventana rota,Fenêtre cassée,Zerbrochenes Fenster,Finestra Rotta,Janela Quebrada,破窗,割れた窓
ARMOR_BROKENWINDOW_DESC,+3 Bleed Thorns. Bleed 1.,,+3 de espinas hemorrágicas. 1 de hemorragia.,Épines sanglantes +3. Saignement +1.,+3&nbsp;Blutige Dornen. Blutung&nbsp;1.,+3 Spine Insanguinate. Sanguinamento 1.,+3 de espinhos de sangramento. Sangramento 1.,+3 荆棘反伤。流血 1。,+3 流血の棘。流血 1。
ARMOR_BULLETPROOFVEST_NAME,Bulletproof Vest,,Chaleco antibalas,Gillet pare-balles,Schusssichere Weste,Giubbotto Antiproiettile,Colete à Prova de Balas,防弹背心,防弾ベスト
ARMOR_BULLETPROOFVEST_DESC,Injury immunity.,,Otorga inmunidad a las lesiones.,Immunité aux blessures.,Immun gegen Verletzungen.,Immunità alle ferite.,Imunidade contra ferimentos.,免疫受伤。,負傷免疫。
ARMOR_CHEFSAPRON_NAME,Chef's Apron,,Delantal del chef,Tablier de chef,Schürze,Grembiule da Chef,Avental de Chef,厨师围裙,シェフのエプロン
ARMOR_CHEFSAPRON_DESC,"At the end of each turn, gain +1 [img:con] and spawn a random food pickup within 2 tiles.",,"Al final de cada turno, obtiene +1 [img:con] y genera un recogible de comida al azar en un radio de 2 casillas.","À la fin de chaque tour, [img:con] +1&nbsp;et de la nourriture aléatoire apparaît dans un rayon de 2&nbsp;cases.",Erhalte am Ende jedes Zuges +1&nbsp;[img:con] und lasse einen zufälligen Essensgegenstand innerhalb von 2&nbsp;Feldern erscheinen.,"Alla fine di ogni turno, ottieni +1 alla [img:con] e generi un raccoglibile Cibo casuale entro 2 caselle.","No final de cada turno, obtenha +1 de [img:con] e gere um coletável de comida aleatório dentro de 2 espaços de distância.","每回合结束时，
获得 +1 [img:con] 并在2格范围内
随机生成一个食物拾取。","各ターンの終了時に、[img:con]が+1さ
れ、2タイル以内にランダムな食
べ物のピックアップが出現します
。"
ARMOR_CHUBSCOLLAR_NAME,Chub's Collar,,Collar de Chub,Collier de Chub,Chubs Halsband,Collare di Chub,Coleira de Chub,胖子项圈,チャブの首輪
ARMOR_CHUBSCOLLAR_DESC,Your basic attack is Spin Attack.,,El ataque básico se convierte en un ataque giratorio.,Votre attaque de base devient Attaque tournoyante.,Dein Grundangriff wird zu Wirbelangriff.,Il tuo attacco base è Attacco Rotante.,Seu ataque básico é um ataque giratório.,你的普通攻击是旋转攻击。,基本攻撃はスピンアタックです。
ARMOR_CINDERBLOCK_NAME,Cinder Block,,Bloque de hormigón,Parpaing,Betonblock,Blocco di Cemento,Bloco de Concreto,混凝土块,シンダーブロック
ARMOR_CINDERBLOCK_DESC,,,,,,,,,
ARMOR_COFFINARMOR_NAME,Coffin Armor,,Armadura ataúd,Cercueil protecteur,Sargrüstung,Bara-Armatura,Armadura de Caixão,棺材盔甲,棺桶の鎧
ARMOR_COFFINARMOR_DESC,+1 Thorns.,,+1 de espinas.,Épines +1.,+1&nbsp;Dornen.,+1 Spine.,+1 de espinhos.,+1 荆棘。,+1 トゲ。
ARMOR_COLOSTOMYBAG_NAME,Colostomy Bag,,Bolsa de colostomía,Poche de colostomie,Kolostomiebeutel,Sacca per Colostomia,Bolsa de Colostomia,造口袋,人工肛門バッグ
ARMOR_COLOSTOMYBAG_DESC,"Spawn Charmed Dips randomly when you move over tiles.
While downed, spawn a Charmed Dip at the end of each round.",,"Genera catalinos embrujados al azar al moverse de una casilla a otra.
Mientras esta unidad está abatida, genera un catalino embrujado al final de cada ronda.","Invoque aléatoirement des cacas envoûtés quand vous vous déplacez sur des cases.
K.O., un caca envoûté est invoqué à la fin de chaque manche.","Rufe zufällige freundliche Köttel, wenn du dich über Felder bewegst.
Rufe während du ohnmächtig bist am Ende jeder Runde einen freundlichen Köttel.","Generi Cacchette Ammaliate in modo casuale quando ti muovi sulle caselle.
Mentre sei KO, generi una Cacchetta Ammaliata alla fine di ogni round.","Gere caquinhas enfeitiçadas aleatoriamente ao se mover por espaços.
Ao ficar inconsciente, gere uma caquinha enfeitiçada no final de cada rodada.","当你经过格子时随机生成魅惑蘸酱。

倒地时，
每回合结束时生成一个魅惑蘸酱。
","タイルの上を移動すると、ランダ
ムに魅了されたディップが出現し
ます。
ダウン状態のとき、各ラウンドの
終了時に魅了されたディップを出
現させます。"
ARMOR_CRUCIFIX_NAME,Crucifix,,Crucifijo,Crucifix,Kruzifix,Crocifissione,Crucifixo,十字架,十字架の鎧
ARMOR_CRUCIFIX_DESC,,,,,,,,,
ARMOR_CRUSTYSOCK_NAME,Crusty Sock,,Calcetín tieso,Chaussette miteuse,Klebrige Socke,Calzino Incrostato,Meia Endurecida,破袜子,カリカリソックス
ARMOR_CRUSTYSOCK_DESC,Spawn a Gamete familiar at the start of each battle.,,Genera un familiar gameto al inicio de cada combate.,Invoque un gamète de compagnie au début que chaque combat.,Rufe am Anfang jedes Kampfes einen freundlichen Gameten.,Generi un famiglio Gamete all'inizio di ogni battaglia.,Gere um familiar gameta no início de cada batalha.,"在每场战斗开始时召唤一个配子宠物。
","各バトル開始時にガメートの使い
魔を召喚します。"
ARMOR_DARKFRIEND_NAME,Dark Friend,,Amigo oscuro,Ami sombre,Dunkler Freund,Amico Oscuro,Amigo Sombrio,黑暗之友,暗黒の友
ARMOR_DARKFRIEND_DESC,"At the start of your turn, spawn a Shadow copy that mimics your basic attack and fades at the end of the turn.
Units that contact or attack you have a 15% chance to be Feared.",,"Al inicio del turno, genera una sombra que copia el ataque básico y que desaparece al final del turno.
Las unidades que entren en contacto con esta o que la ataquen tienen un 15 % de probabilidad de sufrir miedo.","Au début de votre tour, invoque un double spectral qui copie votre attaque de base avant de disparaître en fin de tour.
Les unités qui vous touchent ou vous attaquent ont +15&nbsp;% de chances de subir Peur.","Rufe am Anfang deines Zuges einen Schattenklon, der deinen Grundangriff nachahmt und am Ende des Zuges verschwindet.
Einheiten, die dich berühren oder angreifen erleiden mit 15%iger Wahrscheinlichkeit Angst.","All'inizio del tuo turno, generi una copia ombra che imita il tuo attacco base e svanisce alla fine del turno.
Le unità che ti toccano o ti attaccano hanno unl 15% di probabilità di generare Paura.","No início do seu turno, gere uma cópia sombria que copia seu ataque básico e desaparece no final do turno.
Unidades que atacam ou entram em contato com você possuem 15% de chance de aplicar medo.","在你的回合开始时，
生成一个影子复制体，
模仿你的普通攻击，
并在回合结束时消散。
与该复制体接触或攻击你的
单位有15%的几率被恐惧。","ターン開始時に、基本攻撃を模倣
するシャドウコピーを生成し、タ
ーン終了時に消えます。  
接触または攻撃してきたユニット
は、15%の確率で恐怖状態にな
ります。"
ARMOR_DIRTYBIONICARMOR_NAME,Dirty Bionic Armor,,Armadura biónica sucia,Armure bionique sale,Dreckige Bionikrüstung,Armatura Bionica Sporca,Armadura Biônica Suja,肮脏的仿生装甲,汚れたバイオニックアーマー
ARMOR_DIRTYBIONICARMOR_DESC,"+2 Mana Regen, +2 Health Regen.",,"+2 de regeneración de maná, +2 de regeneración de salud.","Régénération de mana +2, Régénération de PV +2.","+2 Mana Regen, +2 Lebensregeneration.","+2 a Rigenerazione Mana, +2 a Rigenerazione Salute.",+2 de regeneração de mana. +2 de regeneração de saúde.,"+2 法力回复，+2 生命回复。
","マナ再生 +2、ヘルス再生 +
2。"
ARMOR_DNAMULTIPLIER_NAME,DNA Multiplier,,Multiplicador de ADN,Multiplicateur d'ADN,DNA-Multiplikator,Moltiplicatore di DNA,Multiplicador de DNA,DNA 乘数,DNA増幅器
ARMOR_DNAMULTIPLIER_DESC,Double all status effects that get applied to you.,,Duplica todos los efectos de estado que se aplican a esta unidad.,Double tous les effets qui vous sont appliqués.,"Verdopple alle Statuseffekte, die du erleidest.",Raddoppi tutti gli effetti di stato che ti vengono applicati.,Dobra todos os efeitos de estado que são aplicados a você.,"翻倍所有施加到你身上的状态效果。
","あなたに適用されるすべてのステ
ータス効果を2倍にします。"
ARMOR_EMPTYGENERATOR_NAME,Empty Generator,,Generador vacío,Générateur vide,Leerer Generator,Generatore Vuoto,Gerador Vazio,空生成器,空のジェネレーター
ARMOR_EMPTYGENERATOR_DESC,"When you spend 12 or more mana in a turn, refresh your basic attack.",,"Al consumir 12 de maná o más en un turno, esta unidad restaura el ataque básico.","Quand vous dépensez 12&nbsp;points de mana ou plus en un tour, votre attaque de base est réinitialisée.","Frische deinen Grundangriff auf, wenn du 12 oder mehr Mana in einem Zug verbrauchst.","Quando spendi 12 o più mana in un turno, ricarichi il tuo attacco base.","Ao gastar 12 ou mais de mana em um turno, reinicie seu ataque básico.","当你在一回合内花费12点或以上法力值时，

刷新你的基础攻击。","1ターンに12マナ以上を消費す
ると、基本攻撃がリフレッシュさ
れます。"
ARMOR_ETHEREALRINGS_NAME,Ethereal Rings,,Anillos etéreos,Anneaux éthérés,Ätherische Ringe,Anelli Eterei,Anéis Etéreos,虚无戒指,幻影の指輪
ARMOR_ETHEREALRINGS_DESC,Kinetic Spikes 3. Emit 3 Sparkles when you use your basic attack.,,3 de pinchos cinéticos. Emite 3 destellos al lanzar el ataque básico.,Pics cinétiques +3. Émet 3&nbsp;étincelles quand vous utilisez votre attaque de base.,Kinetiknadeln&nbsp;3. Versprühe 3&nbsp;Funken wenn du deinen Grundangriff verwendest.,Spuntoni Cinetici 3. Emetti 3 Scintille quando usi il tuo attacco base.,Espinhos cinéticos 3. Emita 3 fagulhas ao utilizar seu ataque básico.,"动能尖刺 3。
使用基础攻击时发出3个火花。","運動スパイク3。基本攻撃を使用
すると、3つのスパークルを放出
します。"
ARMOR_EXTRASETOFEYES_NAME,Extra Set of Eyes,,Par de ojos extra,Yeux bonus,Zusätzliches Paar Augen,Due Occhi Aggiuntivi,Par de Olhos Adicionais,额外的眼睛,予知の瞳
ARMOR_EXTRASETOFEYES_DESC,"At the end of each turn, gain +1 Preemptive Counterattack.",,"Al final de cada turno, obtiene +1 de contrataque preventivo.","À la fin de chaque tour, Riposte préventive +1.",Erhalte am Ende jedes Zuges +1&nbsp;präventiver Konter.,"Alla fine di ogni turno, ottieni +1 Contrattacco Preventivo.","No final de cada turno, obtenha +1 contra-ataque preventivo.","每回合结束时，
获得+1先发制人反击。","各ターンの終了時に、先制反撃カ
ウンターを+1獲得します。"
ARMOR_FANNYPACK_NAME,Fanny Pack,,Riñonera,Sac banane,Gürteltasche,Marsupio,Pochete,腰包,ファニーパック
ARMOR_FANNYPACK_DESC,"Spawn 1-2 extra pickups at the start of each battle.
After you collect your 3rd pickup, you can move an extra time each turn.",,"Genera 1-2 recogibles extras al inicio de cada combate.
Tras llevarse el tercer recogible, esta unidad puede moverse otra vez cada turno.","Fait apparaître 1&nbsp;à 2&nbsp;ressources bonus au début de chaque combat.
Après avoir récolté votre 3e ressource, vous pouvez vous déplacer une fois de plus chaque tour.","Lasse am Anfang jedes Kampfes 1&nbsp;– 2 zusätzliche Gegenstände erscheinen.
Du kannst dich ein zusätzliches Mal pro Zug bewegen, nachdem du deinen dritten Gegenstand eingesammelt hast.","Generi 1-2 raccoglibili aggiuntivi all'inizio di ogni battaglia.
Dopo aver preso il tuo terzo raccoglibile, puoi muoverti una volta in più per turno.","Gere 1-2 coletáveis adicionais no início de cada batalha.
Após coletar seu terceiro coletável, você pode se mover uma vez adicional a cada turno.","每场战斗开始时生成1-2个额外战利品。

在你收集第3个战利品后，
你每回合可以额外移动一次。","各バトルの開始時に1～2個の追
加ピックアップを生成します。3
つ目のピックアップを集めると、
各ターンで追加の移動が可能にな
ります。"
ARMOR_FISHNECKLACE_NAME,Fish Necklace,,Gargantilla de pez,Collier poisson,Fischhalsband,Collana di Pesci,Colar de Peixe,鱼项链,魚の首飾り
ARMOR_FISHNECKLACE_DESC,"Damage you deal inflicts Rot 1.
Inflict Poison 1 on units that contact you.
Allied flies have +2 Damage.",,"El daño inflige 1 de putrefacción.
Inflige 1 de veneno a las unidades que entren en contacto con esta.
Las moscas aliadas tienen +2 de daño.","Vos dégâts infligent Décomposition +1.
Inflige Poison +1&nbsp;aux unités qui vous touchent.
Les mouches alliées bénéficient de Dégâts +2.","Schaden, den du verursachst, verursacht Fäulnis&nbsp;1.
Verursache Gift&nbsp;1 bei Einheiten, die dich berühren.
Verbündete Fliegen haben +2&nbsp;Schaden.","Il danno che infliggi genera Putrefazione 1.
Infliggi Veleno 1 alle unità che ti toccano.
Le mosche alleate hanno +2 al Danno.","O dano que você causa aplica apodrecimento 1.
Aplique veneno 1 em unidades que entrarem em contato com você.
Moscas aliadas possuem +2 de dano.","你造成的伤害使目标中腐烂1。
接触你的单位会中毒1。
友方苍蝇造成+2伤害。","与えるダメージが腐敗1を付与し
ます。  
接触したユニットに毒1を付与し
ます。  
味方のハエはダメージ+2を得ま
す。"
ARMOR_FORTUNENECKLACE_NAME,Fortune Necklace,,Gargantilla de la fortuna,Collier de fortune,Glückskette,Collana della Fortuna,Colar da Fortuna,幸运项链,幸運のネックレス
ARMOR_FORTUNENECKLACE_DESC,"Spawn 3-6 coins at the start of each battle.
Fragile.",,"Genera 3-6 monedas al inicio de cada combate.
Fragilidad.","Fait apparaître 3&nbsp;à 6&nbsp;pièces au début de chaque combat.
Fragile.","Lasse am Anfang jedes Kampfes 3&nbsp;– 6 Münzen erscheinen.
Zerbrechlich.","Generi 3-6 monete all'inizio di ogni battaglia.
Fragile.","Gere 3-6 moedas no início de cada batalha.
Frágil.","每场战斗开始时生成3-6个金币。

脆弱。","各バトル開始時に3～6枚のコイ
ンを生成します。  
壊れやすい。"
ARMOR_FRANKBOLTS_NAME,Frank Bolts,,Tornillos de Frank,Boulons de Frank,Franks Schrauben,Dardi di Frank,Parafusos de Frank,弗兰克螺栓,フランクボルト
ARMOR_FRANKBOLTS_DESC,"Electric immunity.
Electric damage revives you when downed.",,"Inmunidad a la electricidad.
Cuando esta unidad cae abatida, el daño eléctrico la resucita.","Immunité à l'électricité.
K.O., les dégâts électriques vous réaniment.","Immun gegen Elektrizität.
Elektrischer Schaden belebt dich wieder, wenn du ohnmächtig bist.","Immunità all'elettricità.
Il danno elettrico ti rianima quando sei KO.","Imunidade contra eletricidade.
Enquanto estiver inconsciente, reviva ao sofrer dano elétrico.","电击免疫。
被击倒时，
电击伤害可以复活你。","電気に対する免疫。  
ダウン状態のとき、電気ダメージ
を受けると復活します。"
ARMOR_FURYDICE_NAME,Furry Dice,,Dados peludos,Dés en peluche,Pelzige Würfel,Dadi pelosi,Dados Peludos,毛茸茸的骰子,ふわふわダイス
